"filename", "language", "JSON", "PHP", "HTML", "XML", "PostCSS", "Markdown", "YAML", "Docker", "JavaScript", "PL/SQL", "CSV", "comment", "blank", "total"
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/polyfill-php83/bootstrap81.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 23
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/polyfill-php83/composer.json", "JSON", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/Attribute/Required.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 26
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/Attribute/SubscribedService.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 6, 48
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/CHANGELOG.md", "Markdown", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/README.md", "Markdown", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 4, 10
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/ResetInterface.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 4, 34
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/ServiceCollectionInterface.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 4, 27
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/ServiceLocatorTrait.php", "PHP", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 20, 115
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/ServiceMethodsSubscriberTrait.php", "PHP", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 16, 81
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/ServiceProviderInterface.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 7, 46
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/ServiceSubscriberInterface.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 5, 63
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/ServiceSubscriberTrait.php", "PHP", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 16, 85
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/Test/ServiceLocatorTest.php", "PHP", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 24
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/Test/ServiceLocatorTestCase.php", "PHP", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 98
"/Applications/XAMPP/xamppfiles/htdocs/Proyecto/vendor/symfony/service-contracts/composer.json", "JSON", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 43
"Total", "-", 5505, 69861, 322, 44, 1682, 4018, 150, 18, 1516, 664, 21, 28821, 17685, 130307
